NAME,TBNAME,TBCREATOR
PREV_COLLECTED,BOTTLE_WLM_QTIME,IBM_DSM_VIEWS
RESOURCE_VALUE,BOTTLE_WLM_QTIME,IBM_DSM_VIEWS
SESSION_AUTH_ID,BOTTLE_WLM_QTIME,IBM_DSM_VIEWS
UOW_ID,BOTTLE_WLM_QTIME,IBM_DSM_VIEWS
WORKLOAD_NAME,BOTTLE_WLM_QTIME,IBM_DSM_VIEWS
COLLECTED,CF_INFO,IBM_DSM_VIEWS
CPU_USAGE_TOTAL,CF_INFO,IBM_DSM_VIEWS
CURRENT_HOST,CF_INFO,IBM_DSM_VIEWS
DBCONN_ID,CF_INFO,IBM_DSM_VIEWS
DBCONN_INT,CF_INFO,IBM_DSM_VIEWS
DELTA_MSEC,CF_INFO,IBM_DSM_VIEWS
HOME_HOST,CF_INFO,IBM_DSM_VIEWS
ID,CF_INFO,IBM_DSM_VIEWS
MEMORY_TOTAL,CF_INFO,IBM_DSM_VIEWS
PREV_COLLECTED,CF_INFO,IBM_DSM_VIEWS
STATE,CF_INFO,IBM_DSM_VIEWS
XI_CMD_TIME,CF_INFO,IBM_DSM_VIEWS
XI_CMD_TIME_DELTA,CF_INFO,IBM_DSM_VIEWS
XI_REQUESTS,CF_INFO,IBM_DSM_VIEWS
XI_REQUESTS_DELTA,CF_INFO,IBM_DSM_VIEWS
CF_WAITS,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
CF_WAITS_DELTA,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
CF_WAIT_TIME,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
CF_WAIT_TIME_DELTA,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
COLLECTED,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
DBCONN_ID,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
DBCONN_INT,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
DELTA_MSEC,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
LOCK_ESCALS_GLOBAL,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
LOCK_ESCALS_GLOBAL_DELTA,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
LOCK_TIMEOUTS_GLOBAL,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
LOCK_TIMEOUTS_GLOBAL_DELTA,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
LOCK_WAITS_GLOBAL,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
LOCK_WAITS_GLOBAL_DELTA,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
LOCK_WAIT_TIME_GLOBAL,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
LOCK_WAIT_TIME_GLOBAL_DELTA,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
MEMBER,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
PAGE_RECLAIMS_S,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
PAGE_RECLAIMS_S_DELTA,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
PAGE_RECLAIMS_X,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
PAGE_RECLAIMS_X_DELTA,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
PREV_COLLECTED,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
RECLAIM_WAIT_TIME,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
RECLAIM_WAIT_TIME_DELTA,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
TOTAL_RQST_TIME,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
TOTAL_RQST_TIME_DELTA,CLUSTER_CACHE_PERF,IBM_DSM_VIEWS
COLLECTED,DB_SUMMARY_SESSIONS,IBM_DSM_VIEWS
DBCONN_ID,DB_SUMMARY_SESSIONS,IBM_DSM_VIEWS
DBCONN_INT,DB_SUMMARY_SESSIONS,IBM_DSM_VIEWS
DELTA_MSEC,DB_SUMMARY_SESSIONS,IBM_DSM_VIEWS
NUM_ACTIVE_SESSIONS,DB_SUMMARY_SESSIONS,IBM_DSM_VIEWS
NUM_LOCKS_HELD,DB_SUMMARY_SESSIONS,IBM_DSM_VIEWS
NUM_SESSIONS,DB_SUMMARY_SESSIONS,IBM_DSM_VIEWS
PREV_COLLECTED,DB_SUMMARY_SESSIONS,IBM_DSM_VIEWS
COLLECTED,DB_SUMMARY_SESSIONS_DPF,IBM_DSM_VIEWS
DBCONN_ID,DB_SUMMARY_SESSIONS_DPF,IBM_DSM_VIEWS
DBCONN_INT,DB_SUMMARY_SESSIONS_DPF,IBM_DSM_VIEWS
DELTA_MSEC,DB_SUMMARY_SESSIONS_DPF,IBM_DSM_VIEWS
MEMBER,DB_SUMMARY_SESSIONS_DPF,IBM_DSM_VIEWS
NUM_ACTIVE_SESSIONS,DB_SUMMARY_SESSIONS_DPF,IBM_DSM_VIEWS
NUM_LOCKS_HELD,DB_SUMMARY_SESSIONS_DPF,IBM_DSM_VIEWS
NUM_SESSIONS,DB_SUMMARY_SESSIONS_DPF,IBM_DSM_VIEWS
PREV_COLLECTED,DB_SUMMARY_SESSIONS_DPF,IBM_DSM_VIEWS
COLLECTED,GLOBAL_BUFFER_POOL,IBM_DSM_VIEWS
DBCONN_ID,GLOBAL_BUFFER_POOL,IBM_DSM_VIEWS
DBCONN_INT,GLOBAL_BUFFER_POOL,IBM_DSM_VIEWS
DELTA_MSEC,GLOBAL_BUFFER_POOL,IBM_DSM_VIEWS
NUM_GBP_FULL,GLOBAL_BUFFER_POOL,IBM_DSM_VIEWS
NUM_GBP_FULL_DELTA,GLOBAL_BUFFER_POOL,IBM_DSM_VIEWS
POOL_DATA_GBP_L_READS,GLOBAL_BUFFER_POOL,IBM_DSM_VIEWS
POOL_DATA_GBP_L_READS_DELTA,GLOBAL_BUFFER_POOL,IBM_DSM_VIEWS
POOL_DATA_GBP_P_READS,GLOBAL_BUFFER_POOL,IBM_DSM_VIEWS
POOL_DATA_GBP_P_READS_DELTA,GLOBAL_BUFFER_POOL,IBM_DSM_VIEWS
PREV_COLLECTED,GLOBAL_BUFFER_POOL,IBM_DSM_VIEWS
TOTAL_APP_COMMITS,GLOBAL_BUFFER_POOL,IBM_DSM_VIEWS
TOTAL_APP_COMMITS_DELTA,GLOBAL_BUFFER_POOL,IBM_DSM_VIEWS
COLLECTED,HADR_ROLE_SUMMARY,IBM_DSM_VIEWS
DBCONN_ID,HADR_ROLE_SUMMARY,IBM_DSM_VIEWS
DBCONN_INT,HADR_ROLE_SUMMARY,IBM_DSM_VIEWS
DELTA_MSEC,HADR_ROLE_SUMMARY,IBM_DSM_VIEWS
LOG_STREAM_ID,HADR_ROLE_SUMMARY,IBM_DSM_VIEWS
PREV_COLLECTED,HADR_ROLE_SUMMARY,IBM_DSM_VIEWS
PRIMARY_LOG_POS,HADR_ROLE_SUMMARY,IBM_DSM_VIEWS
STANDBY_ID,HADR_ROLE_SUMMARY,IBM_DSM_VIEWS
STANDBY_LOG_POS,HADR_ROLE_SUMMARY,IBM_DSM_VIEWS
STANDBY_REPLAY_LOG_POS,HADR_ROLE_SUMMARY,IBM_DSM_VIEWS
ADDITIONAL_COMMITTED,INST_MEM_SET,IBM_DSM_VIEWS
COLLECTED,INST_MEM_SET,IBM_DSM_VIEWS
DBCONN_ID,INST_MEM_SET,IBM_DSM_VIEWS
DBCONN_INT,INST_MEM_SET,IBM_DSM_VIEWS
DB_NAME,INST_MEM_SET,IBM_DSM_VIEWS
DELTA_MSEC,INST_MEM_SET,IBM_DSM_VIEWS
HOST_NAME,INST_MEM_SET,IBM_DSM_VIEWS
MEMORY_SET_COMMITTED,INST_MEM_SET,IBM_DSM_VIEWS
MEMORY_SET_TYPE,INST_MEM_SET,IBM_DSM_VIEWS
MEMORY_SET_USED,INST_MEM_SET,IBM_DSM_VIEWS
MEMORY_SET_USED_HWM,INST_MEM_SET,IBM_DSM_VIEWS
NUM_POOLS,INST_MEM_SET,IBM_DSM_VIEWS
PERCENT_OF_COMMITTED_MEM,INST_MEM_SET,IBM_DSM_VIEWS
PERCENT_OF_USED_HWM,INST_MEM_SET,IBM_DSM_VIEWS
PREV_COLLECTED,INST_MEM_SET,IBM_DSM_VIEWS
ADDITIONAL_COMMITTED,INST_MEM_SET_DPF,IBM_DSM_VIEWS
COLLECTED,INST_MEM_SET_DPF,IBM_DSM_VIEWS
DBCONN_ID,INST_MEM_SET_DPF,IBM_DSM_VIEWS
DBCONN_INT,INST_MEM_SET_DPF,IBM_DSM_VIEWS
DB_NAME,INST_MEM_SET_DPF,IBM_DSM_VIEWS
DELTA_MSEC,INST_MEM_SET_DPF,IBM_DSM_VIEWS
HOST_NAME,INST_MEM_SET_DPF,IBM_DSM_VIEWS
MEMBER,INST_MEM_SET_DPF,IBM_DSM_VIEWS
MEMORY_SET_COMMITTED,INST_MEM_SET_DPF,IBM_DSM_VIEWS
MEMORY_SET_TYPE,INST_MEM_SET_DPF,IBM_DSM_VIEWS
MEMORY_SET_USED,INST_MEM_SET_DPF,IBM_DSM_VIEWS
MEMORY_SET_USED_HWM,INST_MEM_SET_DPF,IBM_DSM_VIEWS
NUM_POOLS,INST_MEM_SET_DPF,IBM_DSM_VIEWS
PERCENT_OF_COMMITTED_MEM,INST_MEM_SET_DPF,IBM_DSM_VIEWS
PERCENT_OF_USED_HWM,INST_MEM_SET_DPF,IBM_DSM_VIEWS
PREV_COLLECTED,INST_MEM_SET_DPF,IBM_DSM_VIEWS
COLLECTED,MEM_DB_GLOBAL,IBM_DSM_VIEWS
DBCFG_NAME,MEM_DB_GLOBAL,IBM_DSM_VIEWS
DBCONN_ID,MEM_DB_GLOBAL,IBM_DSM_VIEWS
DBCONN_INT,MEM_DB_GLOBAL,IBM_DSM_VIEWS
DELTA_MSEC,MEM_DB_GLOBAL,IBM_DSM_VIEWS
MEMORY_POOL_TYPE,MEM_DB_GLOBAL,IBM_DSM_VIEWS
MEMORY_POOL_USED_MB,MEM_DB_GLOBAL,IBM_DSM_VIEWS
MEMORY_POOL_USED_MB_HWM,MEM_DB_GLOBAL,IBM_DSM_VIEWS
PREV_COLLECTED,MEM_DB_GLOBAL,IBM_DSM_VIEWS
VALUE_FLAGS,MEM_DB_GLOBAL,IBM_DSM_VIEWS
VALUE_MB,MEM_DB_GLOBAL,IBM_DSM_VIEWS
COLLECTED,MEM_DB_TOTAL_USED,IBM_DSM_VIEWS
DBCONN_ID,MEM_DB_TOTAL_USED,IBM_DSM_VIEWS
DBCONN_INT,MEM_DB_TOTAL_USED,IBM_DSM_VIEWS
DELTA_MSEC,MEM_DB_TOTAL_USED,IBM_DSM_VIEWS
MEMORY_POOL_USED_GB,MEM_DB_TOTAL_USED,IBM_DSM_VIEWS
PREV_COLLECTED,MEM_DB_TOTAL_USED,IBM_DSM_VIEWS
COLLECTED,MEM_DB_TOTAL_USED_DPF,IBM_DSM_VIEWS
DBCONN_ID,MEM_DB_TOTAL_USED_DPF,IBM_DSM_VIEWS
DBCONN_INT,MEM_DB_TOTAL_USED_DPF,IBM_DSM_VIEWS
DELTA_MSEC,MEM_DB_TOTAL_USED_DPF,IBM_DSM_VIEWS
MEMBER,MEM_DB_TOTAL_USED_DPF,IBM_DSM_VIEWS
MEMORY_POOL_USED_GB,MEM_DB_TOTAL_USED_DPF,IBM_DSM_VIEWS
PREV_COLLECTED,MEM_DB_TOTAL_USED_DPF,IBM_DSM_VIEWS
ASYNC_READ_RATIO,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
BP_CUR_BUFFSZ,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
BP_HIT_RATIO,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
BP_NAME,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
COLLECTED,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
DBCONN_ID,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
DBCONN_INT,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
DELTA_MSEC,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
DIRECT_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
DIRECT_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
DIRECT_READ_TIME,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
DIRECT_READ_TIME_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
DIRECT_WRITES,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
DIRECT_WRITES_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
DIRECT_WRITE_TIME,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
DIRECT_WRITE_TIME_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
PAGESIZE,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASNC_CL_LBP_PGS_FND,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASNC_CL_LBP_PGS_FND_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASNC_DT_LBP_PGS_FND,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASNC_DT_LBP_PGS_FND_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASNC_IX_LBP_PGS_FND,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASNC_IX_LBP_PGS_FND_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASNC_XD_LBP_PGS_FND,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASNC_XD_LBP_PGS_FND_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASYNC_COL_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASYNC_COL_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASYNC_COL_WRITES,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASYNC_COL_WRITES_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASYNC_DATA_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASYNC_DATA_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASYNC_DATA_WRITES,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASYNC_DATA_WRITES_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASYNC_INDEX_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASYNC_INDEX_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASYNC_INDEX_WRITES,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASYNC_INDEX_WRITES_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASYNC_XDA_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASYNC_XDA_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASYNC_XDA_WRITES,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_ASYNC_XDA_WRITES_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_COL_LBP_PAGES_FOUND,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_COL_LBP_PAGES_FOUND_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_COL_L_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_COL_L_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_COL_P_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_COL_P_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_COL_WRITES,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_COL_WRITES_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_DATA_LBP_PGS_FND,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_DATA_LBP_PGS_FND_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_DATA_L_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_DATA_L_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_DATA_P_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_DATA_P_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_DATA_WRITES,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_DATA_WRITES_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_INDEX_LBP_PGS_FND,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_INDEX_LBP_PGS_FND_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_INDEX_L_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_INDEX_L_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_INDEX_P_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_INDEX_P_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_INDEX_WRITES,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_INDEX_WRITES_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_READ_TIME,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_READ_TIME_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_TEMP_COL_L_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_TEMP_COL_L_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_TEMP_COL_P_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_TEMP_COL_P_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_TEMP_DATA_L_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_TEMP_DATA_L_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_TEMP_DATA_P_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_TEMP_DATA_P_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_TEMP_INDEX_L_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_TEMP_INDEX_L_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_TEMP_INDEX_P_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_TEMP_INDEX_P_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_TEMP_XDA_L_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_TEMP_XDA_L_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_TEMP_XDA_P_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_TEMP_XDA_P_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_XDA_LBP_PAGES_FOUND,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_XDA_LBP_PAGES_FOUND_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_XDA_L_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_XDA_L_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_XDA_P_READS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_XDA_P_READS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_XDA_WRITES,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
POOL_XDA_WRITES_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
PREFETCH_WAITS,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
PREFETCH_WAITS_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
PREFETCH_WAIT_TIME,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
PREFETCH_WAIT_TIME_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
PREV_COLLECTED,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
SELF_TUNING_ENABLED,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
UNREAD_PREFETCH_PAGES,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
UNREAD_PREFETCH_PAGES_DELTA,MON_GET_BUFFERPOOL,IBM_DSM_VIEWS
BP_CUR_BUFFSZ,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
BP_NAME,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
COLLECTED,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
DBCONN_ID,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
DBCONN_INT,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
DELTA_MSEC,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
DIRECT_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
DIRECT_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
DIRECT_READ_TIME,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
DIRECT_READ_TIME_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
DIRECT_WRITES,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
DIRECT_WRITES_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
DIRECT_WRITE_TIME,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
DIRECT_WRITE_TIME_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
MEMBER,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
PAGESIZE,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASNC_CL_LBP_PGS_FND,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASNC_CL_LBP_PGS_FND_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASNC_DT_LBP_PGS_FND,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASNC_DT_LBP_PGS_FND_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASNC_IX_LBP_PGS_FND,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASNC_IX_LBP_PGS_FND_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASNC_XD_LBP_PGS_FND,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASNC_XD_LBP_PGS_FND_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASYNC_COL_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASYNC_COL_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASYNC_COL_WRITES,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASYNC_COL_WRITES_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASYNC_DATA_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASYNC_DATA_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASYNC_DATA_WRITES,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASYNC_DATA_WRITES_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASYNC_INDEX_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASYNC_INDEX_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASYNC_INDEX_WRITES,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASYNC_INDEX_WRITES_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASYNC_XDA_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASYNC_XDA_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASYNC_XDA_WRITES,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_ASYNC_XDA_WRITES_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_COL_LBP_PAGES_FOUND,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_COL_LBP_PAGES_FOUND_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_COL_L_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_COL_L_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_COL_P_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_COL_P_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_COL_WRITES,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_COL_WRITES_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_DATA_LBP_PGS_FND,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_DATA_LBP_PGS_FND_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_DATA_L_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_DATA_L_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_DATA_P_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_DATA_P_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_DATA_WRITES,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_DATA_WRITES_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_INDEX_LBP_PGS_FND,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_INDEX_LBP_PGS_FND_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_INDEX_L_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_INDEX_L_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_INDEX_P_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_INDEX_P_READS_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_INDEX_WRITES,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_INDEX_WRITES_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_READ_TIME,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_READ_TIME_DELTA,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
POOL_TEMP_COL_L_READS,MON_GET_BUFFERPOOL_DPF,IBM_DSM_VIEWS
