NAME,TBNAME,TBCREATOR
POOL_XDA_LBP_PAGES_FOUND_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_XDA_L_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_XDA_L_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_XDA_P_READS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_XDA_P_READS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_XDA_WRITES,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
POOL_XDA_WRITES_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
PREFETCH_WAITS,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
PREFETCH_WAITS_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
PREFETCH_WAIT_TIME,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
PREFETCH_WAIT_TIME_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
PREV_COLLECTED,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
STORAGE_GROUP_NAME,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
TBSP_NAME,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
UNREAD_PREFETCH_PAGES,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
UNREAD_PREFETCH_PAGES_DELTA,MON_GET_TABLESPACE_DPF,IBM_DSM_VIEWS
COLLECTED,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
DBCONN_ID,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
DBCONN_INT,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
DELTA_MSEC,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
LOG_HADR_WAITS_TOTAL,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
LOG_HADR_WAITS_TOTAL_DELTA,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
LOG_HADR_WAIT_TIME,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
LOG_HADR_WAIT_TIME_DELTA,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
LOG_READ_TIME,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
LOG_READ_TIME_DELTA,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
LOG_TO_REDO_FOR_RECOVERY,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
LOG_WRITES,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
LOG_WRITES_DELTA,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
LOG_WRITE_TIME,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
LOG_WRITE_TIME_DELTA,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
NUM_INDOUBT_TRANS,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
NUM_LOG_BUFFER_FULL,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
NUM_LOG_BUFFER_FULL_DELTA,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
NUM_LOG_DATA_FND_IN_BFR,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
NUM_LOG_DATA_FND_IN_BFR_DELTA,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
NUM_LOG_READ_IO,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
NUM_LOG_READ_IO_DELTA,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
NUM_LOG_WRITE_IO,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
NUM_LOG_WRITE_IO_DELTA,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
PCENTACTIVELOGUSED,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
PREV_COLLECTED,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
SEC_LOGS_ALLOCATED,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
SEC_LOG_USED_TOP,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
TOTAL_LOG_AVAILABLE,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
TOTAL_LOG_USED,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
TOT_LOG_USED_TOP,MON_GET_TRANSACTION_LOG,IBM_DSM_VIEWS
COLLECTED,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
DBCONN_ID,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
DBCONN_INT,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
DELTA_MSEC,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
LOG_HADR_WAITS_TOTAL,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
LOG_HADR_WAITS_TOTAL_DELTA,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
LOG_HADR_WAIT_TIME,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
LOG_HADR_WAIT_TIME_DELTA,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
LOG_READ_TIME,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
LOG_READ_TIME_DELTA,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
LOG_TO_REDO_FOR_RECOVERY,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
LOG_WRITES,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
LOG_WRITES_DELTA,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
LOG_WRITE_TIME,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
LOG_WRITE_TIME_DELTA,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
MEMBER,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
NUM_INDOUBT_TRANS,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
NUM_LOG_BUFFER_FULL,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
NUM_LOG_BUFFER_FULL_DELTA,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
NUM_LOG_DATA_FND_IN_BFR,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
NUM_LOG_DATA_FND_IN_BFR_DELTA,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
NUM_LOG_READ_IO,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
NUM_LOG_READ_IO_DELTA,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
NUM_LOG_WRITE_IO,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
NUM_LOG_WRITE_IO_DELTA,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
PCENTACTIVELOGUSED,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
PREV_COLLECTED,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
SEC_LOGS_ALLOCATED,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
SEC_LOG_USED_TOP,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
TOTAL_LOG_AVAILABLE,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
TOTAL_LOG_USED,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
TOT_LOG_USED_TOP,MON_GET_TRANSACTION_LOG_DPF,IBM_DSM_VIEWS
APPLICATION_HANDLE,SESSIONS,IBM_DSM_VIEWS
APPLICATION_NAME,SESSIONS,IBM_DSM_VIEWS
CF_WAITS,SESSIONS,IBM_DSM_VIEWS
CF_WAITS_DELTA,SESSIONS,IBM_DSM_VIEWS
CF_WAIT_TIME,SESSIONS,IBM_DSM_VIEWS
CF_WAIT_TIME_DELTA,SESSIONS,IBM_DSM_VIEWS
CLIENT_IDLE_WAIT_TIME,SESSIONS,IBM_DSM_VIEWS
CLIENT_IDLE_WAIT_TIME_DELTA,SESSIONS,IBM_DSM_VIEWS
COLLECTED,SESSIONS,IBM_DSM_VIEWS
CONNECTION_START_TIME,SESSIONS,IBM_DSM_VIEWS
COORD_MEMBER,SESSIONS,IBM_DSM_VIEWS
DBCONN_ID,SESSIONS,IBM_DSM_VIEWS
DBCONN_INT,SESSIONS,IBM_DSM_VIEWS
DEADLOCKS,SESSIONS,IBM_DSM_VIEWS
DEADLOCKS_DELTA,SESSIONS,IBM_DSM_VIEWS
DELTA_MSEC,SESSIONS,IBM_DSM_VIEWS
EXT_TABLE_RECV_VOLUME,SESSIONS,IBM_DSM_VIEWS
EXT_TABLE_RECV_VOLUME_DELTA,SESSIONS,IBM_DSM_VIEWS
EXT_TABLE_SEND_VOLUME,SESSIONS,IBM_DSM_VIEWS
EXT_TABLE_SEND_VOLUME_DELTA,SESSIONS,IBM_DSM_VIEWS
FCM_VOLUME,SESSIONS,IBM_DSM_VIEWS
FCM_VOLUME_DELTA,SESSIONS,IBM_DSM_VIEWS
FED_ROWS_DELETED,SESSIONS,IBM_DSM_VIEWS
FED_ROWS_DELETED_DELTA,SESSIONS,IBM_DSM_VIEWS
FED_ROWS_INSERTED,SESSIONS,IBM_DSM_VIEWS
FED_ROWS_INSERTED_DELTA,SESSIONS,IBM_DSM_VIEWS
FED_ROWS_READ,SESSIONS,IBM_DSM_VIEWS
FED_ROWS_READ_DELTA,SESSIONS,IBM_DSM_VIEWS
FED_ROWS_UPDATED,SESSIONS,IBM_DSM_VIEWS
FED_ROWS_UPDATED_DELTA,SESSIONS,IBM_DSM_VIEWS
FED_WAITS_TOTAL,SESSIONS,IBM_DSM_VIEWS
FED_WAITS_TOTAL_DELTA,SESSIONS,IBM_DSM_VIEWS
FED_WAIT_TIME,SESSIONS,IBM_DSM_VIEWS
FED_WAIT_TIME_DELTA,SESSIONS,IBM_DSM_VIEWS
IDLE_TIME_SEC,SESSIONS,IBM_DSM_VIEWS
LOCK_ESCALS,SESSIONS,IBM_DSM_VIEWS
LOCK_ESCALS_DELTA,SESSIONS,IBM_DSM_VIEWS
LOCK_TIMEOUTS,SESSIONS,IBM_DSM_VIEWS
LOCK_TIMEOUTS_DELTA,SESSIONS,IBM_DSM_VIEWS
LOCK_TIMEOUTS_GLOBAL,SESSIONS,IBM_DSM_VIEWS
LOCK_TIMEOUTS_GLOBAL_DELTA,SESSIONS,IBM_DSM_VIEWS
LOCK_WAITS,SESSIONS,IBM_DSM_VIEWS
LOCK_WAITS_DELTA,SESSIONS,IBM_DSM_VIEWS
LOCK_WAITS_GLOBAL,SESSIONS,IBM_DSM_VIEWS
LOCK_WAITS_GLOBAL_DELTA,SESSIONS,IBM_DSM_VIEWS
LOCK_WAIT_TIME,SESSIONS,IBM_DSM_VIEWS
LOCK_WAIT_TIME_DELTA,SESSIONS,IBM_DSM_VIEWS
LOCK_WAIT_TIME_GLOBAL,SESSIONS,IBM_DSM_VIEWS
LOCK_WAIT_TIME_GLOBAL_DELTA,SESSIONS,IBM_DSM_VIEWS
MEMORY_POOL_USED,SESSIONS,IBM_DSM_VIEWS
NUM_LOCKS_HELD,SESSIONS,IBM_DSM_VIEWS
POOL_L_READS,SESSIONS,IBM_DSM_VIEWS
POOL_L_READS_DELTA,SESSIONS,IBM_DSM_VIEWS
PREV_COLLECTED,SESSIONS,IBM_DSM_VIEWS
ROWS_RETURNED,SESSIONS,IBM_DSM_VIEWS
ROWS_RETURNED_DELTA,SESSIONS,IBM_DSM_VIEWS
SESSION_AUTH_ID,SESSIONS,IBM_DSM_VIEWS
THRESH_VIOLATIONS,SESSIONS,IBM_DSM_VIEWS
TOTAL_CPU_TIME,SESSIONS,IBM_DSM_VIEWS
TOTAL_CPU_TIME_DELTA,SESSIONS,IBM_DSM_VIEWS
TOTAL_ROWS_READ,SESSIONS,IBM_DSM_VIEWS
TOTAL_ROWS_READ_DELTA,SESSIONS,IBM_DSM_VIEWS
TOTAL_RQST_TIME,SESSIONS,IBM_DSM_VIEWS
TOTAL_RQST_TIME_DELTA,SESSIONS,IBM_DSM_VIEWS
TOTAL_WAIT_TIME,SESSIONS,IBM_DSM_VIEWS
TOTAL_WAIT_TIME_DELTA,SESSIONS,IBM_DSM_VIEWS
UOW_LOG_SPACE_USED,SESSIONS,IBM_DSM_VIEWS
WORKLOAD_NAME,SESSIONS,IBM_DSM_VIEWS
WORKLOAD_OCCURRENCE_STATE,SESSIONS,IBM_DSM_VIEWS
ACT_ABORTED_TOTAL,THROUGHPUT_ALL,IBM_DSM_VIEWS
ACT_ABORTED_TOTAL_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
ACT_COMPLETED_TOTAL,THROUGHPUT_ALL,IBM_DSM_VIEWS
ACT_COMPLETED_TOTAL_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
AGENT_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
AGENT_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
AUDIT_FILE_WRT_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
AUDIT_FILE_WRT_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
AUDIT_SUBSYSTM_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
AUDIT_SUBSYSTM_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
CF_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
CF_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
CLIENT_IDLE_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
CLIENT_IDLE_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
COLLECTED,THROUGHPUT_ALL,IBM_DSM_VIEWS
COMM_EXIT_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
COMM_EXIT_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
DBCONN_ID,THROUGHPUT_ALL,IBM_DSM_VIEWS
DBCONN_INT,THROUGHPUT_ALL,IBM_DSM_VIEWS
DEADLOCKS,THROUGHPUT_ALL,IBM_DSM_VIEWS
DEADLOCKS_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
DELTA_MSEC,THROUGHPUT_ALL,IBM_DSM_VIEWS
DIAGLOG_WRITE_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
DIAGLOG_WRITE_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
DIRECT_READS,THROUGHPUT_ALL,IBM_DSM_VIEWS
DIRECT_READS_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
DIRECT_READ_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
DIRECT_READ_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
DIRECT_WRITES,THROUGHPUT_ALL,IBM_DSM_VIEWS
DIRECT_WRITES_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
DIRECT_WRITE_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
DIRECT_WRITE_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
EVMON_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
EVMON_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
FED_ROWS_DELETED,THROUGHPUT_ALL,IBM_DSM_VIEWS
FED_ROWS_DELETED_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
FED_ROWS_INSERTED,THROUGHPUT_ALL,IBM_DSM_VIEWS
FED_ROWS_INSERTED_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
FED_ROWS_READ,THROUGHPUT_ALL,IBM_DSM_VIEWS
FED_ROWS_READ_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
FED_ROWS_UPDATED,THROUGHPUT_ALL,IBM_DSM_VIEWS
FED_ROWS_UPDATED_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
FED_WAITS_TOTAL,THROUGHPUT_ALL,IBM_DSM_VIEWS
FED_WAITS_TOTAL_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
FED_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
FED_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
IDA_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
IDA_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
IPC_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
IPC_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
LOCAL_LOCK_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
LOCAL_LOCK_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
LOCK_ESCALS,THROUGHPUT_ALL,IBM_DSM_VIEWS
LOCK_ESCALS_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
LOCK_TIMEOUTS,THROUGHPUT_ALL,IBM_DSM_VIEWS
LOCK_TIMEOUTS_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
LOCK_WAITS,THROUGHPUT_ALL,IBM_DSM_VIEWS
LOCK_WAITS_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
LOCK_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
LOCK_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
LOCK_WAIT_TIME_GLOBAL,THROUGHPUT_ALL,IBM_DSM_VIEWS
LOCK_WAIT_TIME_GLOBAL_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
LOGICAL_READS,THROUGHPUT_ALL,IBM_DSM_VIEWS
LOGICAL_READS_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
LOG_BUFFER_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
LOG_BUFFER_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
LOG_DISK_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
LOG_DISK_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
OTHER_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
OTHER_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
PHYSICAL_READS,THROUGHPUT_ALL,IBM_DSM_VIEWS
PHYSICAL_READS_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
POOL_READ_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
POOL_READ_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
POOL_WRITE_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
POOL_WRITE_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
PREFETCH_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
PREFETCH_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
PREV_COLLECTED,THROUGHPUT_ALL,IBM_DSM_VIEWS
RECLAIM_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
RECLAIM_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
ROWS_MODIFIED,THROUGHPUT_ALL,IBM_DSM_VIEWS
ROWS_MODIFIED_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
ROWS_READ,THROUGHPUT_ALL,IBM_DSM_VIEWS
ROWS_READ_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
ROWS_RETURNED,THROUGHPUT_ALL,IBM_DSM_VIEWS
ROWS_RETURNED_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
ROW_ID,THROUGHPUT_ALL,IBM_DSM_VIEWS
SORT_OVERFLOWS,THROUGHPUT_ALL,IBM_DSM_VIEWS
SORT_OVERFLOWS_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
SPCMAPG_RECLM_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
SPCMAPG_RECLM_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
SUM_IO_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
SUM_IO_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
SUM_NONSQL_PROC_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
SUM_NONSQL_PROC_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
SUM_SQL_EXECUTION_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
SUM_SQL_EXECUTION_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TCPIP_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TCPIP_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_ACT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_ACT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_APP_COMMITS,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_APP_COMMITS_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_APP_ROLLBACKS,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_APP_ROLLBACKS_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_BACKUP_PROC_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_BACKUP_PROC_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_COL_PROC_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_COL_PROC_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_COMMIT_PROC_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_COMMIT_PROC_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_COMMIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_COMMIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_COMPILATIONS,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_COMPILATIONS_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_COMPILE_PROC_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_COMPILE_PROC_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_CPU_USEC,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_CPU_USEC_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_LOAD_PROC_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_LOAD_PROC_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_REORG_PROC_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_REORG_PROC_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_ROLLBACK_PROC_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_ROLLBACK_PROC_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_ROUTINE_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_ROUTINE_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_RQST_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_RQST_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_RUNSTATS_PROC_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_RUNSTATS_PROC_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_SECTION_PROC_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_SECTION_PROC_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_SECTION_SORT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_SECTION_SORT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_SECTION_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_SECTION_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_SORTS,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_SORTS_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTAL_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTL_CON_AUTH_PRC_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTL_CON_AUTH_PRC_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTL_CON_REQ_PRC_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTL_CON_REQ_PRC_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTL_EXT_LATCH_WAIT_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTL_EXT_LATCH_WAIT_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTL_IDX_BUILD_PROC_TIME,THROUGHPUT_ALL,IBM_DSM_VIEWS
TOTL_IDX_BUILD_PROC_TIME_DELTA,THROUGHPUT_ALL,IBM_DSM_VIEWS
